제품명,기본정보,원료약품 및 분량,효능효과,용법용량,주의사항
,"{'제품명': '벨러스 컨디셔닝 콘선트레이트', '제품 영문명': 'Vellus Conditioning Concentrate', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-11', '품목정보': '동물용의약외품-수입-022-363', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 점성 액제', '제조방법': '[생 략]', '저장방법': '1) 제조일로 부터 2년\n2) 5도씨에서 30도씨사이로 보존하십시오.', '포장단위': '50ml(2oz), 300ml(12oz), 946ml(32oz), 3.78L(1gal)'}","[['1', '정제수'], ['2', 'Protein'], ['3', 'Hydroxyethyl cellulose'], ['4', 'Methyl paraben'], ['5', 'Propyl paraben'], ['6', 'Steralkonium chloride'], ['7', 'Cetearyl alcohol'], ['8', 'Lanoline'], ['9', 'Fragrance'], ['10', 'Refatting Agent'], ['11', 'Mineral oil'], ['12', 'DMDM Hydantoin'], ['13', 'Pearlizer']]",없음,없음,없음
,"{'제품명': '벨러스 스태틱 스태빌라이져 스프레이', '제품 영문명': 'Vellus Static Stabillizer Spray', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-11', '품목정보': '동물용의약외품-수입-022-364', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 불투명한 약 점성의 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '- 저장방법 : 실온(5℃ ~ 30℃)보관\n- 사용기간 : 제조일로부터 24개월', '포장단위': '59ml(2oz), 355ml(12oz), 946ml(32oz), 3.78L(1Gal)'}","[['1', '정제수(Deionized water, ICID)'], ['2', '디메티콘코폴리올(Dimethicone copolyol, ICID)'], ['3', '스테아라미도프로필다이메틸아민(Stearamidopropyl dimethylamine, ICID)'], ['4', '아이소스테아레스-20(Isosteareth-20, ICID)'], ['5', '쿼터늄-15(Quaternium 15, ICID)'], ['6', '향료(Fragrance, ICID)']]",없음,없음,없음
,"{'제품명': '벨러스 새틴 크림', '제품 영문명': 'Vellus Satin Cream', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-11', '품목정보': '동물용의약외품-수입-022-365', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '흰색의 크림형태', '제조방법': '[생 략]', '저장방법': '1) 제조일로 부터 2년\n2) 5도씨에서 30도씨사이로 보존하십시오.', '포장단위': '25ml(1oz), 100ml(4oz), 473ml(16oz)'}","[['1', '정제수'], ['2', 'Mineral oil'], ['3', 'Propylene glycol'], ['4', 'Oleth-10'], ['5', 'Hydrolyzed silk'], ['6', 'Oleth-5'], ['7', 'Octyl Methoxycinnamate'], ['8', 'Methyl paraben'], ['9', 'Propyl paraben'], ['10', 'Diazolidinyl urea'], ['11', 'Parfum']]",없음,없음,없음
,"{'제품명': '골드메달 클린앤드라이 이어', '제품 영문명': 'Gold Medal Clean and Dry Ears', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2007-09-14', '품목정보': '동물용의약외품-수입-022-504', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '불투명한 흰색의 반점성 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '- 직사광선을 피할 것\n- 제조일로부터 36개월', '포장단위': '118 ml(4 oz)'}","[['1', 'Isopropyl alcohol'], ['2', 'Propylene glycol'], ['3', 'Acrylates'], ['4', 'Silica'], ['5', 'Methylparaben'], ['6', 'Phenoxyethanol'], ['7', 'Triethanolamine'], ['8', 'Fragrance'], ['9', 'Water']]",없음,없음,없음
,"{'제품명': '골드메달 카사노바 로망스', '제품 영문명': 'GoldMedal RodeoⅡ Fragrance Collection Casanova Romance Cologne', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2007-09-14', '품목정보': '동물용의약외품-수입-022-505', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '- 직사광선을 피할 것\n- 제조일로부터 36개월', '포장단위': '118 ml (4 oz)'}","[['1', 'SD Alcohol 40-B'], ['2', 'Water'], ['3', 'Fragrance']]",없음,없음,없음
,"{'제품명': '골드메달 썸머 로망스', '제품 영문명': 'Gold Medal RodeoⅡ Fragrance Collection Summer Romance Cologne', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2007-09-14', '품목정보': '동물용의약외품-수입-022-506', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '- 직사광선을 피할 것\n- 제조일로부터 36개월', '포장단위': '118 ml (4 oz)'}","[['1', 'SD alcohol 40-B'], ['2', 'Water'], ['3', 'Fragrance']]",없음,없음,없음
,"{'제품명': '골드메달 뷰티플 프린세스', '제품 영문명': 'GoldMedal RodeoⅡ FragranceCollection Beautiful Princess Cologne', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2007-09-14', '품목정보': '동물용의약외품-수입-022-507', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 액체', '제조방법': '제조사의 제조방법에 따른다.', '저장방법': '- 직사광선을 피할 것\n- 제조일로부터 36개월', '포장단위': '118 ml (4 oz)'}","[['1', 'SD alcohol 40-B'], ['2', 'Water'], ['3', 'Fragrance']]",없음,없음,없음
,"{'제품명': '포퓸-그린티', '제품 영문명': 'Pawfume - Green Tea', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2010-07-12', '품목정보': '동물용의약외품-수입-022-564', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '밝은 노랑의 약점성고형제(왁스형태)', '제조방법': '제조사의 제조 방법에 따름', '저장방법': '1)섭씨 25도 이하의 시원하고 통풍이 잘 되는 \n  건조한 곳에 보관\n2)제조일로부터 36개월', '포장단위': '20g'}","[['1', 'Aloe Butter (ICID)'], ['2', 'Shea Butter (ICID)'], ['3', 'Beeswax (ICID)'], ['4', 'Sweet Almond Oil (ICID)'], ['5', 'Apricot Seed Oil (ICID)'], ['6', 'Grapeseed Oil (ICID)'], ['7', 'Essential oil (Fragrance : madarin, green tea, ginger, ICID)']]",없음,없음,없음
,"{'제품명': '포퓸-허니써클', '제품 영문명': 'Pawfume - Honeysuckle', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2010-07-12', '품목정보': '동물용의약외품-수입-022-565', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '밝은 노랑의 약점성고형제(왁스형태)', '제조방법': '제조사의 제조 방법에 따름', '저장방법': '1)섭씨 25도 이하의 시원하고 통풍이 잘 되는 \n  건조한 곳에 보관\n2)제조일로부터 36개월', '포장단위': '20g'}","[['1', 'Aloe Butter (ICID)'], ['2', 'Shea Butter (ICID)'], ['3', 'Beeswax (ICID)'], ['4', 'Sweet Almond Oil (ICID)'], ['5', 'Apricot Seed Oil (ICID)'], ['6', 'Grapeseed Oil (ICID)'], ['7', 'Essential oil (Fragrance : honeysuckle, jasmine, sweet violet, ICID)']]",없음,없음,없음
,"{'제품명': '데이비스 하이포알러제닉샴푸', '제품 영문명': 'Hypoallergenic shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2010-10-29', '품목정보': '동물용의약외품-수입-022-566', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색의 투명 액체', '제조방법': '제조사의 제조방법에 따름', '저장방법': '저장방법 : 실온에 보관한다.\n사용기간 : 제조일로부터 36개월', '포장단위': '354 ml(12 oz), 3.785 L(1 gallon)'}","[['1', '혼합물 (ICID)'], ['2', 'Kathon(ICID)'], ['3', 'Water (ICID)']]",없음,없음,없음
,"{'제품명': '벨러스 탱글 아웃', '제품 영문명': 'Vellus Tangle Out', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-11', '품목정보': '동물용의약외품-수입-022-366', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 묽은 점성 액제', '제조방법': '[생 략]', '저장방법': '1) 제조일로 부터 2년\n2) 5도씨에서 30도씨사이로 보존하십시오.', '포장단위': '50ml(2oz), 300ml(12oz), 946ml(32oz)'}","[['1', '정제수'], ['2', 'Sodium polyoxyethylene laurylether sulfate'], ['3', 'Propylene glycol'], ['4', 'Disodium EDTA'], ['5', 'Hydrolyzed silk'], ['6', 'Panthenol'], ['7', 'Polysorbate 20'], ['8', 'Vitamin E-acetate'], ['9', 'Lemon Grass Extract'], ['10', 'Sage extract'], ['11', 'Vitamin C'], ['12', 'Methyl paraben'], ['13', 'Propyl paraben'], ['14', 'Diazolidinyl urea']]",없음,없음,없음
,"{'제품명': '벨러스 피니쉬', '제품 영문명': 'Vellus Finish', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-11', '품목정보': '동물용의약외품-수입-022-367', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 묽은 점성 액제', '제조방법': '[생 략]', '저장방법': '1) 제조일로 부터 2년\n2) 5도씨에서 30도씨사이로 보존하십시오.', '포장단위': '50ml(2oz), 300ml(12oz), 946ml(32oz)'}","[['1', '정제수'], ['2', 'Dicetyidimonium Chloride'], ['3', 'Acetamide MEA'], ['4', 'Lactamide MEA'], ['5', 'Lauryl Pyrrolidone'], ['6', 'Panthenol'], ['7', 'Propylene glycol'], ['8', 'Diazolidinyl urea'], ['9', 'Methyl paraben'], ['10', 'Propyl paraben'], ['11', 'Methylisothiazolinone'], ['12', 'Algae extracts'], ['13', 'Aloe'], ['14', 'Lavender extract'], ['15', 'Parfum']]",없음,없음,없음
,"{'제품명': '옥시그린 펫 오럴 솔루션', '제품 영문명': 'OxyGreenPet OralHygiene Solution', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-21', '품목정보': '동물용의약외품-수입-022-368', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '연녹색의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관\n2) 제조일로부터 2년', '포장단위': '4oz(118ml)'}","[['1', '정제수'], ['2', 'Chlorine Dioxide'], ['3', 'Citric acid'], ['4', 'Coenzyme Q10'], ['5', 'Vitamin C'], ['6', 'Sodium citrate'], ['7', 'Zinc Acetate'], ['8', 'Sodium hydroxide'], ['9', 'Chlorophyll']]",없음,없음,없음
,"{'제품명': '옥시그린 펫젤', '제품 영문명': 'OxyGreen Pet Soothing Gel', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-21', '품목정보': '동물용의약외품-수입-022-369', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관\n2) 제조일로부터 2년', '포장단위': '4oz(118ml)'}","[['1', '정제수'], ['2', 'Chlorine Dioxide'], ['3', 'Xanthan gum'], ['4', 'Chamomilla recutita extract'], ['5', 'Aloe barbaednsis gel'], ['6', 'Chlorophyll'], ['7', 'Sodium hydroxide'], ['8', 'Citric acid'], ['9', 'Zinc Acetate'], ['10', 'Coenzyme Q10'], ['11', 'Vitamin C'], ['12', 'Peppermint essential oil'], ['13', 'Sodium citrate']]",없음,없음,없음
,"{'제품명': '옥시그린 펫 이어클리너', '제품 영문명': 'OxyGreen Pet Ear Cleaner', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2005-04-21', '품목정보': '동물용의약외품-수입-022-370', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '무색의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관\n2) 제조일로부터 2년', '포장단위': '4oz(118ml)'}","[['1', '정제수'], ['2', 'Glyceryl monostearate'], ['3', 'Chlorine Dioxide'], ['4', 'Sodium hydroxide'], ['5', 'Coenzyme Q10'], ['6', 'Vitamin C'], ['7', 'Chlorophyll']]",없음,없음,없음
,"{'제품명': '돼지정액보존제', '제품 영문명': 'ANDROHEP®PLUS', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2002-09-12', '품목정보': '동물용의약외품-수입-022-182', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '산제(알루미늄종이팩 포장)', '제조방법': '[생 략]', '저장방법': '1) 5도씨 이하의 냉장고 보관\n2) 제조일로부터 1년.', '포장단위': '46.5g, 465g'}","[['1', 'Abbreviation']]",없음,없음,없음
,"{'제품명': '돼지정액보존제', '제품 영문명': 'BTS EXTENDER', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2002-09-12', '품목정보': '동물용의약외품-수입-022-183', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '산제(알루미늄종이팩 포장)', '제조방법': '[생 략]', '저장방법': '1) 5도씨이하의 냉장고에 보관\n2) 제조일로부터 1년', '포장단위': '500g'}","[['1', 'Abbreviation']]",없음,없음,없음
,"{'제품명': '돼지인공수정용 정액 희석제', '제품 영문명': 'GEDIL', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2002-10-16', '품목정보': '동물용의약외품-수입-022-184', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '분말 시약', '제조방법': '[생 략]', '저장방법': '1) 냉장보관\n2) 제조일로부터 1년', '포장단위': '1EA(50g, 500g, 5kg)'}","[['1', 'Abbreviation']]",없음,없음,없음
,"{'제품명': '코롱 & 데오도란트', '제품 영문명': 'Colonge & Deodorant', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-03-17', '품목정보': '동물용의약외품-수입-022-284', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 무점성의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관\n2) 제조일로부터 2년', '포장단위': '177ml(6FL.OZ)'}","[['1', 'Ethanol'], ['2', 'Zinc phenolsulfonate'], ['3', 'Triethylene Glycol'], ['4', 'Perfume'], ['5', '정제수']]",없음,없음,없음
,"{'제품명': '구루밍 파우더', '제품 영문명': 'Grooming Powder', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-03-17', '품목정보': '동물용의약외품-수입-022-286', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '하얀색의 분말', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관하시고 \n   다습하거나 건조한 곳에 두지 말것\n2) 제조일로부터 2년', '포장단위': '273ml(8FL.OZ)'}","[['1', 'Corn starch'], ['2', 'Boric acid'], ['3', 'Talc'], ['4', 'Perfume']]",없음,없음,없음
,"{'제품명': '드라이 베스', '제품 영문명': 'Dri Bath', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-03-17', '품목정보': '동물용의약외품-수입-022-290', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 무점성의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 서늘한 곳에 보관\n2) 제조일로부터 2년', '포장단위': '473ml(16FL.OZ)'}","[['1', '정제수'], ['2', 'Cetrimomium Chloride'], ['3', 'Glycerine'], ['4', 'Perfume']]",없음,없음,없음
,"{'제품명': '코트 & 스킨 컨디셔너', '제품 영문명': 'Coat & Skin Conditioner', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-03-17', '품목정보': '동물용의약외품-수입-022-291', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 무점성의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지 않는 섭씨49도 이하 서늘한 곳에 \n   보관하시고 열기 주변을 피할 것.\n2) 제조일로부터 2년', '포장단위': '311.85ml(11FL.OZ)'}","[['1', 'Isopropyl myristate'], ['2', 'Perfume'], ['3', 'Amerchol L-101'], ['4', 'Surfactants'], ['5', 'Alcohol'], ['6', 'Isopar E'], ['7', 'Perfume']]",없음,없음,없음
,"{'제품명': '쇼 구룸', '제품 영문명': 'Show Groom', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-03-26', '품목정보': '동물용의약외품-수입-022-292', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '투명한 무점성의 액제', '제조방법': '[생 략]', '저장방법': '1) 직사광선이 들지않는 섭씨49도 이하의 서늘한 곳에\n   보관하시고 열기 주변을 피할 것.\n2) 제조일로부터 2년', '포장단위': '311.85ml(11FL.OZ)'}","[['1', 'SDA-40'], ['2', 'Isopar E'], ['3', 'Amerchol L-101'], ['4', 'Perfume'], ['5', 'Surfactants'], ['6', 'Mink oil'], ['7', 'Palmitic acid'], ['8', 'Vitamin E'], ['9', 'Perfume']]",없음,없음,없음
,"{'제품명': '돼지 정액 보존제', '제품 영문명': 'BTS BOAR SEMEN EXTENDER', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2004-04-26', '품목정보': '동물용의약외품-수입-022-293', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '알루미늄종이팩 포장', '제조방법': '[생 략]', '저장방법': '1) 5℃ 이하의 냉장고 보관\n2) 제조일로부터 52주', '포장단위': '50g, 500g, 5kg'}","[['1', 'Glucose'], ['2', 'Sodium citrate'], ['3', 'Sodium bicarbonate'], ['4', 'Potassium chloride'], ['5', 'Disodium EDTA'], ['6', 'Gentamycin sulfate']]",없음,없음,없음
,"{'제품명': '클립이지', '제품 영문명': 'Clip Eze', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-202', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명, 하얀색 액제, 달콤한 향', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 유효기간 : 제조일로부터 3년', '포장단위': '435g, 870g'}","[['1', 'PVC coprlymer'], ['2', 'Polyquaternium-11(1)'], ['3', 'Hydrolyzed vegetable protein'], ['4', 'PPG-12-PEG-50 Lanolin'], ['5', 'Dimethicone Copolyol']]",없음,없음,없음
,"{'제품명': '화이트너', '제품 영문명': 'Whitener', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-203', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명, 하얀색 분말제, 달콤한 향', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 유효기간 : 제조일로부터 3년', '포장단위': '435g, 870g'}","[['1', 'Calcium sulfate'], ['2', 'Taitanium Dioxide'], ['3', 'Fuller Earth'], ['4', 'Manganese carbonate']]",없음,없음,없음
,"{'제품명': '구루밍 파우더', '제품 영문명': 'Grooming Powder', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-204', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명, 하얀색 분말제', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 유효기간 : 제조일로부터 3년', '포장단위': '435g, 870g'}","[['1', 'Talc'], ['2', 'Calcium sulfate'], ['3', 'Taitanium Dioxide'], ['4', 'Kaolin']]",없음,없음,없음
,"{'제품명': '바디피어', '제품 영문명': 'Bodifier', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-205', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명하며, 크림색 액제, 달콤한 향', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 유효기간 : 제조일로부터 3년', '포장단위': '16oz(473ml), 1gal(3.8L)'}","[['1', 'Butyl Ester of PVM/MA Copolymer'], ['2', 'Coconut oil'], ['3', 'Panthenol'], ['4', 'Octyl Methoxycinnamate'], ['5', 'Dimethicone Copolyol'], ['6', 'Octylacrylamide'], ['7', 'Acrylates'], ['8', 'Aminomethyl propanol'], ['9', 'Fragrance'], ['10', 'Deionized water']]",없음,없음,없음
,"{'제품명': '컨디션 플러스', '제품 영문명': 'Condition Plus', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-206', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명하며, 크림색 점성 액제, \n달콤한 향', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 제조일로부터 3년', '포장단위': '8oz(236ml), 16oz(473ml), 1gal(3.8L), 5gal(19L),\n20gal(76L)'}","[['1', '정제수'], ['2', 'Cethyl alcohol'], ['3', 'Dicetyidimonium Chloride'], ['4', 'Cyclomethicone'], ['5', 'Hydrolyaed Wheat Protein'], ['6', 'Aloe'], ['7', 'Steatrimonium chloride'], ['8', 'Jojoba oil'], ['9', 'Aloe'], ['10', 'Panthenol'], ['11', 'PPG-12-PEG-50 Lanolin'], ['12', 'Retinyl paltitate'], ['13', 'Phytantriol'], ['14', 'Calendula extract'], ['15', 'Henna extract'], ['16', 'Fragrance']]",없음,없음,없음
,"{'제품명': '바이오바이트 샴푸', '제품 영문명': 'Biovite Shampoo', '업체명': '한국동물약품공업협동조합', '업상태': '정상', '허가일': '2003-07-18', '품목정보': '동물용의약외품-수입-022-207', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '수입', '성상': '이물이 없고 불투명하며, 크림색 점성 액제, \n달콤한 향', '제조방법': '[생 략]', '저장방법': '1) 서늘하고 건조한 곳에 보관\n2) 제조일로부터 3년', '포장단위': '8oz(236ml), 16oz(473ml), 1gal(3.8L), 5gal(19L),\n20gal(76L)'}","[['1', '정제수'], ['2', 'Sodium Laureth Sulfate'], ['3', 'comadiopropyl bealne'], ['4', 'Cocamide DEA'], ['5', 'steardimonium pathenol'], ['6', 'tea'], ['7', 'Wheat protein'], ['8', 'Calendula extract'], ['9', 'Soap bark extract'], ['10', 'Chamomile extract'], ['11', 'Aloe'], ['12', 'Hops Extract'], ['13', 'Henna extract'], ['14', 'Fragrance']]",없음,없음,없음
